Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	orig.sound.file	song.type.lek	SNR	prevalence
24.0890929705215	24.2502040816327	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	24.0890929705215	94	Spectrogram 1	1	1917.829	11268.3284	295.LOC.2014.3.12.7.33.WAV_5	LOC-A2	28.7859571669	high
24.3502040816327	24.4705442176871	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	24.3502040816327	95	Spectrogram 1	1	1683.9	11034.3994	0.SUR.2017.05.26.8.24.WAV_2	SUR-J6	13.3663318031	low
24.5705442176871	24.7412925170068	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	24.5705442176871	96	Spectrogram 1	1	1691.607	11042.1064	312.CCL.2014.4.17.8.11.WAV_4	CCL-M1	13.8396894035	low
24.8412925170068	24.9770975056689	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	24.8412925170068	97	Spectrogram 1	1	1934.9	11285.3994	0.SUR.2016.6.22.8.40.wav_6	SUR-K4	20.1234601248	low
25.0770975056689	25.2365079365079	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	25.0770975056689	98	Spectrogram 1	1	2370.272	11720.7714	209.LOC.2013.3.26.8.34.WAV_2-5	LOC-A2	20.7961805777	high
25.3365079365079	25.5008163265306	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	25.3365079365079	99	Spectrogram 1	1	1977.2239154	11327.7233154	0.CCL.2013.2.16.8.00.WAV_1	CCL-L1	24.2824396076	high
25.6008163265306	25.7211111111111	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	25.6008163265306	100	Spectrogram 1	1	2181.754	11532.2534	40.SUR.2011.6.8.8.21.WAV_2	SUR-F5	20.2063611039	low
25.8211111111111	25.957074829932	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	25.8211111111111	101	Spectrogram 1	1	2144.05	11494.5494	95.SUR.2013.2.2.10.32.WAV_1-7	SUR-K1	25.6556592827	high
26.057074829932	26.1902721088435	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	26.057074829932	102	Spectrogram 1	1	2643.8620634	11994.3614634	0.CCE.1970.7.13.ITM70858A-5.WAV_1-3	CCE-C2	11.2856546614	low
26.2902721088435	26.4130612244898	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	26.2902721088435	103	Spectrogram 1	1	1761.4	11111.8994	0.SJA.2018.7.10.8.32.WAV_3	SJA-C1	16.4569836234478	high
26.5130612244898	26.6561678004535	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	26.5130612244898	104	Spectrogram 1	1	1833.5075251	11184.0069251	0.BR1.2013.6.7.8.24.WAV_3	BR1-D4	21.9209222902	low
26.7561678004535	26.9024489795918	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	26.7561678004535	105	Spectrogram 1	1	1266.516	10617.0154	0.SUR.1989.5.31.ITM70960A-26.WAV_1-4	SUR-E1	15.4876605807	high
27.0024489795918	27.1487074829932	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	27.0024489795918	106	Spectrogram 1	1	1496.8	10847.2994	0.SAT.2017.7.5.8.47.WAV_1	SAT-G1	23.115209659	high
27.2487074829932	27.4133786848073	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	27.2487074829932	107	Spectrogram 1	1	2044.6	11395.0994	0.CCL.2019.7.16.8.15.WAV_7	CCL-L2	20.0874900459352	high
27.5133786848073	27.6613605442177	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	27.5133786848073	108	Spectrogram 1	1	1488.6119577	10839.1113577	36.SUR.2011.6.9.5.50.WAV_1-27	SUR-H3	12.9981813015	low
27.7613605442177	27.9321088435374	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	27.7613605442177	109	Spectrogram 1	1	1691.607	11042.1064	312.CCL.2014.4.17.8.11.WAV_4	CCL-M1	13.8396894035	low
28.0321088435374	28.195306122449	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	28.0321088435374	110	Spectrogram 1	1	1917.829	11268.3284	117.LOC.2012.4.9.7.30.WAV_2	LOC-A2	24.4059330932	high
28.295306122449	28.4257369614512	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	28.295306122449	111	Spectrogram 1	1	2068.643	11419.1424	81.SUR.2012.1.19.9.08.WAV_3-3	SUR-F4	25.5134330557	low
28.5257369614512	28.6402267573696	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	28.5257369614512	112	Spectrogram 1	1	1710.7083021	11061.2077021	17.CCL.2010.5.27.8.59.WAV_2-1	CCL-I1	10.8303384076	low
28.7402267573696	28.9159410430839	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	28.7402267573696	113	Spectrogram 1	1	2465.8358732	11816.3352732	104.CCE.2012.3.13.7.42.WAV_2	CCE-I2	21.8721463916	high
29.0159410430839	29.1436054421769	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	29.0159410430839	114	Spectrogram 1	1	2044.4	11394.8994	0.SUR.2016.7.13.7.53.WAV_5	SUR-K4	18.8369442558	low
29.2436054421769	29.3898866213152	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	29.2436054421769	115	Spectrogram 1	1	1833.5075251	11184.0069251	0.BR1.2013.6.7.8.24.WAV_2-2	BR1-D4	22.3805805499	low
29.4898866213152	29.6239002267574	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	29.4898866213152	116	Spectrogram 1	1	2243.7395287	11594.2389287	356.SUR.2015.6.2.7.58.WAV_1-1	SUR-K4	19.1778646455	low
29.7239002267574	29.8586848072562	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	29.7239002267574	117	Spectrogram 1	1	2110.4817221	11460.9811221	31.CCL.2011.6.17.8.45.WAV_1-13	CCL-K2	18.7911497821	low
29.9586848072562	30.091201814059	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	29.9586848072562	118	Spectrogram 1	1	1939.333	11289.8324	0.SUR.1970.7.23.ITM70858B-2.WAV_3	SUR-A5	13.3628863884	low
30.191201814059	30.3481859410431	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	30.191201814059	119	Spectrogram 1	1	2122.9198602	11473.4192602	0.CCE.1982.2.25.ITM70862A-21.WAV_2-5	CCE-F1	10.7346810188	high
30.4481859410431	30.5892970521542	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	30.4481859410431	120	Spectrogram 1	1	2376.9973354	11727.4967354	14.SUR.2011.6.10.7.15.WAV_3	SUR-H1	27.9066581036	high
30.6892970521542	30.8228117913832	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	30.6892970521542	121	Spectrogram 1	1	2354.4497283	11704.9491283	0.CCE.1970.7.13.ITM70858A-5.WAV_1-5	CCE-C2	13.9708331761	low
30.9228117913832	31.0853968253968	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	30.9228117913832	122	Spectrogram 1	1	1399.77342	10750.27282	0.CCL.2017.05.22.8.34.WAV_17	CCL-L1	27.7183598403	high
31.1853968253968	31.3031519274376	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	31.1853968253968	123	Spectrogram 1	1	2199.3202599	11549.8196599	38.SUR.2011.6.8.9.01.WAV_2	SUR-J1	18.7385638587	high
31.4031519274376	31.5691156462585	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	31.4031519274376	124	Spectrogram 1	1	1533.0312266	10883.5306266	312.CCL.2014.4.17.8.11.WAV_2	CCL-M1	14.2335065558	low
31.6691156462585	31.8349886621315	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	31.6691156462585	125	Spectrogram 1	1	2288.1587976	11638.6581976	66.CCE.2011.7.20.8.08.WAV_2	CCE-I1	21.5658024476	high
31.9349886621315	32.0664172335601	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	31.9349886621315	126	Spectrogram 1	1	2376.9973354	11727.4967354	31.CCL.2011.6.17.8.45.WAV_1-14	CCL-K2	17.7844720889	low
32.1664172335601	32.3172108843537	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	32.1664172335601	127	Spectrogram 1	1	2068.039	11418.5384	0.SUR.2008.3.17.8.19.WAV_5	SUR-F1	17.1585018117	high
32.4172108843537	32.5590022675737	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	32.4172108843537	128	Spectrogram 1	1	2021.6431843	11372.1425843	36.SUR.2012.5.2.7.26.WAV_1-23	SUR-K1	23.1723675362	high
32.6590022675737	32.7780498866213	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	32.6590022675737	129	Spectrogram 1	1	2007.1549261	11357.6543261	0.CCL.2008.4.1.7.55.WAV_1	CCL-K1	17.5648846037	high
32.8780498866213	33.0210657596372	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	32.8780498866213	130	Spectrogram 1	1	2190.334	11540.8334	0.SUR.2009.5.25.7.46 (2).WAV_5	SUR-F3	3.9668785808	low
33.1210657596372	33.2856462585034	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	33.1210657596372	131	Spectrogram 1	1	1843.9661088	11194.4655088	0.CCL.2017.05.22.7.58.WAV_20	CCL-N1	16.4706493394	high
33.3856462585034	33.5263945578231	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	33.3856462585034	132	Spectrogram 1	1	1804.718	11155.2174	213.SJA.2013.5.7.7.35.WAV_3	SJA-D3	22.6973123229	low
33.6263945578231	33.7909523809524	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	33.6263945578231	133	Spectrogram 1	1	2122.92	11473.4194	0.LOC.2011.7.29.7.37.WAV_1-4	LOC-A1	22.2213647604	high
33.8909523809524	34.0372108843537	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	33.8909523809524	134	Spectrogram 1	1	1496.8	10847.2994	0.SAT.2017.7.5.8.47.WAV_1	SAT-G1	23.115209659	high
34.1372108843537	34.2629931972789	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	34.1372108843537	135	Spectrogram 1	1	1710.7083021	11061.2077021	17.CCL.2010.5.27.8.59.WAV_2-3	CCL-I1	11.4575215999	low
34.3629931972789	34.4972335600907	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	34.3629931972789	136	Spectrogram 1	1	1653.903	11004.4024	213.SJA.2013.5.7.7.35.WAV_1-3	SJA-D3	22.0659482887	low
34.5972335600907	34.7539229024943	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	34.5972335600907	137	Spectrogram 1	1	2007.155	11357.6544	0.LOC.2014.3.13.7.37.WAV_1	LOC-A1	16.0108954051	high
34.8539229024943	34.9742176870748	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	34.8539229024943	138	Spectrogram 1	1	2181.754	11532.2534	40.SUR.2011.6.8.8.21.WAV_2	SUR-F5	20.2063611039	low
35.0742176870748	35.1945124716553	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	35.0742176870748	139	Spectrogram 1	1	2181.754	11532.2534	40.SUR.2011.6.8.8.21.WAV_2	SUR-F5	20.2063611039	low
35.2945124716553	35.4268707482993	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	35.2945124716553	140	Spectrogram 1	1	2154.900991	11505.400391	53.SUR.2012.2.4.15.56.WAV_5	SUR-H1	23.1821377603	high
35.5268707482993	35.7028571428571	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	35.5268707482993	141	Spectrogram 1	1	2066.0624532	11416.5618532	314.CCL.2014.4.17.8.01.WAV_3-6	CCL-L1	27.408935218	high
35.8028571428571	35.9225623582766	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	35.8028571428571	142	Spectrogram 1	1	2030.939	11381.4384	40.SUR.2011.6.8.8.21.WAV_1-50	SUR-F5	20.1321623226	low
36.0225623582766	36.1437188208617	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	36.0225623582766	143	Spectrogram 1	1	1696.2	11046.6994	0.SJA.2018.7.10.8.32.WAV_2	SJA-C1	14.2906009035277	high
36.2437188208617	36.3855102040816	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	36.2437188208617	144	Spectrogram 1	1	2021.6431843	11372.1425843	36.SUR.2012.5.2.7.26.WAV_1-23	SUR-K1	23.1723675362	high
36.4855102040816	36.6150566893424	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	36.4855102040816	145	Spectrogram 1	1	2066.0624532	11416.5618532	31.CCL.2011.6.17.8.45.WAV_2	CCL-K2	18.0729984917	low
36.7150566893424	36.8571428571429	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	36.7150566893424	146	Spectrogram 1	1	1616.2	10966.6994	213.SJA.2013.5.7.7.35.WAV_1-5	SJA-D3	22.5377685815	low
36.9571428571429	37.0572335600907	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	36.9571428571429	147	Spectrogram 1	1	1932.8046466	11283.3040466	0.TR1.2014.4.1.9.03.WAV_1	TR1-D1	16.0261183043	high
37.1572335600907	37.303514739229	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	37.1572335600907	148	Spectrogram 1	1	1833.5075251	11184.0069251	0.BR1.2013.6.7.8.24.WAV_2-2	BR1-D4	22.3805805499	low
37.403514739229	37.541201814059	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	37.403514739229	149	Spectrogram 1	1	2219.458	11569.9574	32.SUR.2011.6.8.8.45.WAV_2	SUR-F1	14.8978622762	high
37.641201814059	37.8080045351474	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	37.641201814059	150	Spectrogram 1	1	1431.3	10781.7994	0.CCL.2019.7.16.9.08.WAV_1	CCL-L2	20.1116608105716	high
37.9080045351474	38.0577551020408	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	37.9080045351474	151	Spectrogram 1	1	1891.3899921	11241.8893921	0.BR1.2013.6.7.8.15.WAV_3	BR1-D3	13.3768503529	low
38.1577551020408	38.2881859410431	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	38.1577551020408	152	Spectrogram 1	1	2068.643	11419.1424	81.SUR.2012.1.19.9.08.WAV_3-3	SUR-F4	25.5134330557	low
38.3881859410431	38.5312925170068	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	38.3881859410431	153	Spectrogram 1	1	1833.5075251	11184.0069251	0.BR1.2013.6.7.8.24.WAV_3	BR1-D4	21.9209222902	low
38.6312925170068	38.7573242630386	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	38.6312925170068	154	Spectrogram 1	1	1620.4	10970.8994	0.SUR.2017.05.26.9.35.WAV_5	SUR-J3	22.2284430184	high
38.8573242630385	39.0156462585034	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	38.8573242630385	155	Spectrogram 1	1	1601.978	10952.4774	0.CCL.2015.6.18.8.57.WAV_1-35	CCL-N1	9.8232081675	high
39.1156462585034	39.2593650793651	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	39.1156462585034	156	Spectrogram 1	1	2037.181	11387.6804	0.SUR.1970.7.23.ITM70858B-2.WAV_4	SUR-A5	11.8056801939	low
39.3593650793651	39.4574829931973	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	39.3593650793651	157	Spectrogram 1	1	1891.39	11241.8894	0.SJA.2010.7.13.9.10.WAV_4	SJA-C1	11.5786239133	high
39.5574829931973	39.6849886621315	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	39.5574829931973	158	Spectrogram 1	1	2027.274	11377.7734	0.SUR.2014.7.27.3.27.WAV_2-4	SUR-J4	23.9957238021	low
39.7849886621315	39.901156462585	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	39.7849886621315	159	Spectrogram 1	1	1578.861	10929.3604	0.SUR.2012.1.20.9.25.WAV_1	SUR-L1	21.4347160619	low
40.001156462585	40.1332199546485	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	40.001156462585	160	Spectrogram 1	1	1955.532	11306.0314	36.SUR.2013.2.2.10.24.WAV_1	SUR-K2	26.6514400471	high
40.2332199546485	40.375306122449	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	40.2332199546485	161	Spectrogram 1	1	1616.2	10966.6994	213.SJA.2013.5.7.7.35.WAV_1-5	SJA-D3	22.5377685815	low
40.475306122449	40.6346031746032	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	40.475306122449	162	Spectrogram 1	1	1540.792	10891.2914	312.CCL.2014.4.17.8.11.WAV_3-5	CCL-M1	13.6877215456	low
40.7346031746032	40.900566893424	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	40.7346031746032	163	Spectrogram 1	1	2066.0624532	11416.5618532	0.CCL.2017.05.21.9.27.WAV_130	CCL-L2	16.6342478331	high
41.000566893424	41.1468480725624	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	41.000566893424	164	Spectrogram 1	1	1833.5075251	11184.0069251	0.BR1.2013.6.7.8.24.WAV_2-2	BR1-D4	22.3805805499	low
41.2468480725624	41.3848752834467	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	41.2468480725624	165	Spectrogram 1	1	2180.802	11531.3014	0.SAT.2014.5.13.8.59.WAV_1	SAT-G1	25.8109872147	high
41.4848752834467	41.6259863945578	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	41.4848752834467	166	Spectrogram 1	1	2376.9973354	11727.4967354	14.SUR.2011.6.10.7.15.WAV_3	SUR-H1	27.9066581036	high
41.7259863945578	41.855283446712	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	41.7259863945578	167	Spectrogram 1	1	2226.9	11577.3994	0.HC1.1992.2.15.9.59.WAV_1	HC1-F2	19.3008296327958	high
41.955283446712	42.1043764172336	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	41.955283446712	168	Spectrogram 1	1	2249.1	11599.5994	0.CCL.2019.7.16.9.04.WAV_3	CCL-N1	14.5056304368866	high
42.2043764172336	42.3403401360544	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	42.2043764172336	169	Spectrogram 1	1	2144.05	11494.5494	95.SUR.2013.2.2.10.32.WAV_1-7	SUR-K1	25.6556592827	high
42.4403401360544	42.5747845804989	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	42.4403401360544	170	Spectrogram 1	1	1888.3853777	11238.8847777	36.SUR.2015.6.9.8.06.WAV_1-2	SUR-K1	20.0608427745	high
42.6747845804989	42.8265079365079	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	42.6747845804989	171	Spectrogram 1	1	2332.4782671	11682.9776671	0.TR1.2012.7.31.8.52.WAV_3	TR1-E4	17.0955056535	low
42.9265079365079	43.0442630385488	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	42.9265079365079	172	Spectrogram 1	1	2199.3202599	11549.8196599	38.SUR.2011.6.8.9.01.WAV_2	SUR-J1	18.7385638587	high
43.1442630385488	43.27179138322	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	43.1442630385488	173	Spectrogram 1	1	2066.0624532	11416.5618532	87.SUR.2012.2.3.9.57.WAV_3-3	SUR-J2	9.0401467341	low
43.37179138322	43.5155102040816	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	43.37179138322	174	Spectrogram 1	1	2037.181	11387.6804	0.SUR.1970.7.23.ITM70858B-2.WAV_4	SUR-A5	11.8056801939	low
43.6155102040816	43.7378004535147	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	43.6155102040816	175	Spectrogram 1	1	1955.532	11306.0314	180.SUR.2014.4.9.7.15.WAV_3-3	SUR-K3	26.1858045719	low
43.8378004535147	44.0037641723356	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	43.8378004535147	176	Spectrogram 1	1	1533.0312266	10883.5306266	312.CCL.2014.4.17.8.11.WAV_2	CCL-M1	14.2335065558	low
44.1037641723356	44.251746031746	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	44.1037641723356	177	Spectrogram 1	1	2086.104	11436.6034	0.SUR.1970.7.23.ITM70861B-31.WAV_1	SUR-A4	17.3020504562	low
44.351746031746	44.4761224489796	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	44.351746031746	178	Spectrogram 1	1	1843.9661088	11194.4655088	0.SUR.2014.7.3.8.31.WAV_1-5	SUR-J4	23.6313888743	low
44.5761224489796	44.7200453514739	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	44.5761224489796	179	Spectrogram 1	1	1616.2	10966.6994	36.SUR.2011.6.9.5.50.WAV_1-29	SUR-H3	11.8246140476	low
44.8200453514739	44.9832426303855	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	44.8200453514739	180	Spectrogram 1	1	1917.829	11268.3284	117.LOC.2012.4.9.7.30.WAV_2	LOC-A2	24.4059330932	high
45.0832426303855	45.2253287981859	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	45.0832426303855	181	Spectrogram 1	1	1616.2	10966.6994	213.SJA.2013.5.7.7.35.WAV_1-5	SJA-D3	22.5377685815	low
45.3253287981859	45.4567573696145	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	45.3253287981859	182	Spectrogram 1	1	2376.9973354	11727.4967354	31.CCL.2011.6.17.8.45.WAV_1-14	CCL-K2	17.7844720889	low
45.5567573696145	45.6861224489796	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	45.5567573696145	183	Spectrogram 1	1	2151.8	11502.2994	0.HC1.1992.2.14.3.17-2.WAV_3	HC1-F2	19.265019365076	high
45.7861224489796	45.9519954648526	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	45.7861224489796	184	Spectrogram 1	1	2288.1587976	11638.6581976	66.CCE.2011.7.20.8.08.WAV_2	CCE-I1	21.5658024476	high
46.0519954648526	46.2030612244898	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	46.0519954648526	185	Spectrogram 1	1	1977.1507292	11327.6501292	0.TR1.2012.7.31.8.52.WAV_3-6	TR1-E4	17.0408001941	low
46.3030612244898	46.4690249433107	prevalence_master.wav	/home/m/Dropbox/Projects/lbh_songtype_prevalence_and_degradation/data/processed/prevalence_master.wav	46.3030612244898	186	Spectrogram 1	1	1533.0312266	10883.5306266	312.CCL.2014.4.17.8.11.WAV_2	CCL-M1	14.2335065558	low
